CVE_CUENTA,CVE_PERIODO,CVE_ESTADO,CVE_MUNICIPIO,CVE_INSTITUCION,CUENTAS_NOMINA,CUENTAS_TOTALES,CUENTAS_MA,CUNETAS_NIVEL1,CUENTAS_NIVEL2,CUENTAS_NIVEL3,CUENTAS_NIVEL4,CUENTAS_AHORRO,CUENTAS_PLAZOFIJO,,,,,,,,
"1,000,272",202005,5,5014,40150,0,1,1,0,0,0,1,0,1,,,,,,,,
"1,000,273",202005,5,5015,40002,0,71,71,0,71,0,0,0,0,,,,,,,,
"1,000,274",202005,5,5015,40012,0,0,0,0,0,0,0,0,1222,,,,,,,,
"1,000,275",202005,5,5015,40127,0,214,214,0,0,0,214,0,0,,,,,,,,
"1,000,276",202005,5,5016,40002,0,226,226,0,226,0,0,0,0,,,,,,,,
"1,000,277",202005,5,5017,40002,4,7130,7126,0,7126,0,4,0,0,,,,,,,,
"1,000,278",202005,5,5017,40012,8253,12445,4192,0,2484,0,9961,0,8,,,,,,,,
"1,000,279",202005,5,5017,40127,162,5686,5524,1,0,0,5685,0,39,,,,,,,,
"1,000,280",202005,5,5017,40130,0,838,838,0,127,0,711,0,118,,,,,,,,
"1,000,281",202005,5,5017,40137,309,4829,4520,0,0,0,4829,0,2,,,,,,,,
"1,000,282",202005,5,5017,40150,0,0,0,0,0,0,0,0,1,,,,,,,,
"1,000,283",202005,5,5018,40002,7809,34160,26351,0,20009,0,14151,0,733,,,,,,,,
"1,000,284",202005,5,5018,40012,27898,47709,19811,0,5504,2,42203,0,735,,,,,,,,
"1,000,285",202005,5,5018,40014,19363,33475,14112,0,961,174,32340,0,2465,,,,,,,,
"1,000,286",202005,5,5018,40021,7068,13874,6806,0,0,0,13874,0,315,,,,,,,,
"1,000,287",202005,5,5018,40036,203,2437,2234,0,2,0,2435,0,93,,,,,,,,
"1,000,288",202005,5,5018,40044,4809,10513,5704,0,47,0,10466,0,684,,,,,,,,
"1,000,289",202005,5,5018,40062,26001,35500,9499,0,0,0,35500,0,740,,,,,,,,
"1,000,290",202005,5,5018,40072,13123,21099,7976,0,4113,408,16578,0,1310,,,,,,,,
"1,000,291",202005,5,5018,40127,324,9250,8926,2,0,0,9248,0,16,,,,,,,,
"1,000,292",202005,5,5018,40130,0,316,316,0,23,0,293,0,5,,,,,,,,
"1,000,293",202005,5,5018,40131,0,1281,1281,0,0,0,1281,0,210,,,,,,,,
"1,000,294",202005,5,5018,40137,538,15735,15197,0,0,0,15735,0,11,,,,,,,,
"1,000,295",202005,5,5018,40150,0,1,1,0,0,0,1,0,2,,,,,,,,
"1,000,296",202005,5,5019,40002,0,470,470,0,470,0,0,0,0,,,,,,,,
"1,000,297",202005,5,5019,40012,0,0,0,0,0,0,0,0,1880,,,,,,,,
"1,000,298",202005,5,5019,40014,733,2135,1402,0,0,0,2135,0,222,,,,,,,,
"1,000,299",202005,5,5020,40002,0,3814,3814,0,3814,0,0,0,0,,,,,,,,
"1,000,300",202005,5,5020,40012,3730,6996,3266,0,953,0,6043,0,91,,,,,,,,
"1,000,301",202005,5,5020,40014,5165,7595,2430,0,10,58,7527,0,657,,,,,,,,
"1,000,302",202005,5,5020,40044,5717,10095,4378,0,0,0,10095,0,532,,,,,,,,
"1,000,303",202005,5,5020,40127,113,2868,2755,0,0,0,2868,0,4,,,,,,,,
"1,000,304",202005,5,5020,40131,0,280,280,0,0,0,280,0,13,,,,,,,,
"1,000,305",202005,5,5020,40137,30,930,900,0,0,0,930,0,0,,,,,,,,
"1,000,306",202005,5,5021,40002,0,358,358,0,358,0,0,0,0,,,,,,,,
"1,000,307",202005,5,5021,40012,0,0,0,0,0,0,0,0,363,,,,,,,,
"1,000,308",202005,5,5022,40002,51,1604,1553,0,1574,0,30,0,21,,,,,,,,
"1,000,309",202005,5,5022,40127,43,1216,1173,0,0,0,1216,0,0,,,,,,,,
"1,000,310",202005,5,5023,40002,0,170,170,0,170,0,0,0,0,,,,,,,,
"1,000,311",202005,5,5024,40002,0,1718,1718,0,1718,0,0,0,4,,,,,,,,
"1,000,312",202005,5,5024,40012,7949,10918,2969,0,2539,1,8378,0,166,,,,,,,,
"1,000,313",202005,5,5024,40021,3470,5569,2099,0,0,0,5569,0,117,,,,,,,,
"1,000,314",202005,5,5024,40127,67,3228,3161,0,0,0,3228,0,19,,,,,,,,
"1,000,315",202005,5,5024,40130,0,310,310,0,0,0,310,0,24,,,,,,,,
"1,000,316",202005,5,5024,40137,7,818,811,0,0,0,818,0,0,,,,,,,,
"1,000,317",202005,5,5025,40002,9843,28181,18338,0,13571,0,14610,0,280,,,,,,,,
"1,000,318",202005,5,5025,40012,14060,23200,9140,3,4499,0,18698,0,177,,,,,,,,
"1,000,319",202005,5,5025,40014,18711,30475,11764,0,959,298,29218,1,1394,,,,,,,,
"1,000,320",202005,5,5025,40021,25011,34161,9150,0,0,0,34161,0,296,,,,,,,,
"1,000,321",202005,5,5025,40036,70,1315,1245,0,1,0,1314,0,32,,,,,,,,
"1,000,322",202005,5,5025,40044,2777,4830,2053,0,46,0,4784,0,383,,,,,,,,
"1,000,323",202005,5,5025,40072,21470,28314,6844,0,9093,570,18651,0,721,,,,,,,,
"1,000,324",202005,5,5025,40112,0,122,122,0,0,0,122,0,10,,,,,,,,
"1,000,325",202005,5,5025,40127,191,8137,7946,1,0,0,8136,0,44,,,,,,,,
"1,000,326",202005,5,5025,40130,0,156,156,0,0,0,156,0,1,,,,,,,,
"1,000,327",202005,5,5025,40131,0,1501,1501,0,0,0,1501,0,93,,,,,,,,
"1,000,328",202005,5,5025,40137,202,9177,8975,0,0,0,9177,0,5,,,,,,,,
"1,000,329",202005,5,5026,40002,0,159,159,0,159,0,0,0,0,,,,,,,,
"1,000,330",202005,5,5027,40002,10781,21013,10232,0,6370,0,14643,0,226,,,,,,,,
"1,000,331",202005,5,5027,40012,7670,13200,5530,0,2776,2,10422,0,284,,,,,,,,
"1,000,332",202005,5,5027,40014,9019,12204,3185,0,301,70,11833,0,394,,,,,,,,
"1,000,333",202005,5,5027,40021,21366,25494,4128,0,0,0,25494,0,235,,,,,,,,
"1,000,334",202005,5,5027,40036,27,268,241,0,2,0,266,0,8,,,,,,,,
"1,000,335",202005,5,5027,40058,156,2548,2392,0,528,0,2020,0,349,,,,,,,,
"1,000,336",202005,5,5027,40072,19918,22704,2786,0,3076,424,19204,0,313,,,,,,,,
"1,000,337",202005,5,5027,40127,107,2870,2763,1,0,0,2869,0,34,,,,,,,,
"1,000,338",202005,5,5027,40130,0,254,254,0,0,0,254,0,2,,,,,,,,
"1,000,339",202005,5,5027,40137,81,4392,4311,0,0,0,4392,0,3,,,,,,,,
"1,000,340",202005,5,5027,40150,0,1,1,0,0,0,1,0,2,,,,,,,,
"1,000,341",202005,5,5028,40002,1263,6960,5697,0,3651,0,3309,0,152,,,,,,,,
"1,000,342",202005,5,5028,40012,7684,12086,4402,0,1373,0,10713,0,157,,,,,,,,
"1,000,343",202005,5,5028,40014,5396,8384,2988,0,76,0,8308,0,1065,,,,,,,,
"1,000,344",202005,5,5028,40021,937,3477,2540,0,0,0,3477,0,171,,,,,,,,
"1,000,345",202005,5,5028,40044,2992,4971,1979,0,14,0,4957,0,367,,,,,,,,
"1,000,346",202005,5,5028,40072,7790,10712,2922,0,3260,111,7341,0,570,,,,,,,,
"1,000,347",202005,5,5028,40127,140,3258,3118,0,0,0,3258,0,21,,,,,,,,
"1,000,348",202005,5,5028,40131,0,869,869,0,0,0,869,0,36,,,,,,,,
"1,000,349",202005,5,5028,40137,54,2717,2663,0,0,0,2717,0,7,,,,,,,,
"1,000,350",202005,5,5029,40002,0,191,191,0,191,0,0,0,0,,,,,,,,
"1,000,351",202005,5,5030,40002,58915,144664,85749,0,56230,0,88434,0,2592,,,,,,,,
"1,000,352",202005,5,5030,40012,75440,136459,61019,1,28555,9,107894,0,2172,,,,,,,,
"1,000,353",202005,5,5030,40014,57919,95524,37605,0,1948,794,92782,3,4523,,,,,,,,
"1,000,354",202005,5,5030,40021,65719,85552,19833,0,0,0,85552,0,1178,,,,,,,,
"1,000,355",202005,5,5030,40030,4186,6707,2521,0,15,0,6692,0,197,,,,,,,,
"1,000,356",202005,5,5030,40036,247,3984,3737,0,18,0,3966,0,178,,,,,,,,
"1,000,357",202005,5,5030,40044,16264,32404,16140,0,1050,0,31354,0,825,,,,,,,,
"1,000,358",202005,5,5030,40058,574,11000,10426,0,1672,0,9328,0,1869,,,,,,,,
"1,000,359",202005,5,5030,40062,13001,26962,13961,0,0,0,26962,0,592,,,,,,,,
"1,000,360",202005,5,5030,40072,104457,141648,37191,0,28638,3320,109690,0,5192,,,,,,,,
"1,000,361",202005,5,5030,40112,0,382,382,0,0,0,382,0,76,,,,,,,,
"1,000,362",202005,5,5030,40127,1107,23635,22528,0,0,0,23635,0,133,,,,,,,,
"1,000,363",202005,5,5030,40130,0,4099,4099,0,166,0,3933,0,482,,,,,,,,
"1,000,364",202005,5,5030,40131,0,4630,4630,0,0,0,4630,0,663,,,,,,,,
"1,000,365",202005,5,5030,40136,0,309,309,0,0,0,309,0,44,,,,,,,,
"1,000,366",202005,5,5030,40137,1000,36440,35440,0,0,0,36440,0,11,,,,,,,,
"1,000,367",202005,5,5030,40143,0,257,257,0,0,0,257,0,390,,,,,,,,
"1,000,368",202005,5,5030,40150,0,1,1,0,0,0,1,0,13,,,,,,,,
"1,000,369",202005,5,5030,40152,0,27,27,0,0,0,27,0,12,,,,,,,,
"1,000,370",202005,5,5031,40002,0,1433,1433,0,1433,0,0,0,0,,,,,,,,
"1,000,371",202005,5,5031,40012,3512,6291,2779,0,675,0,5616,0,238,,,,,,,,
"1,000,372",202005,5,5031,40014,1801,3857,2056,0,10,0,3847,0,769,,,,,,,,
"1,000,373",202005,5,5031,40127,62,1829,1767,0,0,0,1829,0,1,,,,,,,,
"1,000,374",202005,5,5032,40002,31,2498,2467,0,2484,0,14,0,12,,,,,,,,
"1,000,375",202005,5,5032,40012,9843,14063,4220,0,2714,0,11349,0,455,,,,,,,,
"1,000,376",202005,5,5032,40014,2997,5632,2635,0,15,5,5612,1,942,,,,,,,,
"1,000,377",202005,5,5032,40021,475,2304,1829,0,0,0,2304,0,180,,,,,,,,
"1,000,378",202005,5,5032,40072,2563,4028,1465,0,1706,33,2289,0,308,,,,,,,,
"1,000,379",202005,5,5032,40127,115,2277,2162,2,0,0,2275,0,4,,,,,,,,
"1,000,380",202005,5,5032,40130,0,130,130,0,0,0,130,0,4,,,,,,,,
"1,000,381",202005,5,5032,40131,0,498,498,0,0,0,498,0,48,,,,,,,,
"1,000,382",202005,5,5032,40137,173,2728,2555,0,0,0,2728,0,3,,,,,,,,
"1,000,383",202005,5,5032,40150,0,0,0,0,0,0,0,0,1,,,,,,,,
"1,000,384",202005,5,5033,40002,3160,12956,9796,0,6947,0,6009,0,293,,,,,,,,
"1,000,385",202005,5,5033,40012,6683,11147,4464,0,1809,0,9338,0,155,,,,,,,,
"1,000,386",202005,5,5033,40127,274,5408,5134,1,0,0,5407,0,30,,,,,,,,
"1,000,387",202005,5,5033,40130,0,1025,1025,0,46,0,979,0,60,,,,,,,,
"1,000,388",202005,5,5033,40131,0,965,965,0,0,0,965,0,100,,,,,,,,
"1,000,389",202005,5,5033,40137,351,7853,7502,0,0,0,7853,0,1,,,,,,,,
"1,000,390",202005,5,5034,40002,0,93,93,0,93,0,0,0,0,,,,,,,,
"1,000,391",202005,5,5034,40012,1758,3025,1267,0,648,1,2376,0,393,,,,,,,,
"1,000,392",202005,5,5035,40002,81810,186532,104722,0,63384,0,123148,1,3161,,,,,,,,
"1,000,393",202005,5,5035,40012,88082,156995,68913,0,36222,1,120772,0,1528,,,,,,,,
"1,000,394",202005,5,5035,40014,57280,101264,43984,0,1177,4580,95507,3,3222,,,,,,,,
"1,000,395",202005,5,5035,40021,53734,79790,26056,0,0,0,79790,0,1024,,,,,,,,
"1,000,396",202005,5,5035,40030,6908,10598,3690,0,163,0,10435,0,535,,,,,,,,
"1,000,397",202005,5,5035,40036,378,4791,4413,0,39,0,4752,0,154,,,,,,,,
"1,000,398",202005,5,5035,40044,12307,25459,13152,0,1085,372,24002,0,866,,,,,,,,
"1,000,399",202005,5,5035,40058,1416,17042,15626,0,5661,0,11381,0,1689,,,,,,,,
"1,000,400",202005,5,5035,40062,6553,16750,10197,0,0,0,16750,0,144,,,,,,,,
"1,000,401",202005,5,5035,40072,67599,92251,24652,0,27409,2236,62606,0,2917,,,,,,,,
"1,000,402",202005,5,5035,40112,0,1103,1103,0,0,0,1103,0,109,,,,,,,,
"1,000,403",202005,5,5035,40127,895,25931,25036,0,0,0,25931,0,269,,,,,,,,
"1,000,404",202005,5,5035,40130,0,3874,3874,0,556,0,3318,0,428,,,,,,,,
"1,000,405",202005,5,5035,40131,0,3083,3083,0,0,0,3083,0,482,,,,,,,,
"1,000,406",202005,5,5035,40132,411,601,190,0,0,0,601,0,72,,,,,,,,
"1,000,407",202005,5,5035,40136,0,1020,1020,0,0,0,1020,0,62,,,,,,,,
"1,000,408",202005,5,5035,40137,1860,35950,34090,0,0,0,35950,0,29,,,,,,,,
"1,000,409",202005,5,5035,40143,0,883,883,0,0,0,883,0,1255,,,,,,,,
"1,000,410",202005,5,5035,40145,0,184,184,0,0,0,184,0,12,,,,,,,,
"1,000,411",202005,5,5035,40150,0,6,6,0,0,0,6,0,19,,,,,,,,
"1,000,412",202005,5,5035,40154,0,15,15,0,0,0,15,0,3,,,,,,,,
"1,000,413",202005,5,5036,40002,0,891,891,0,891,0,0,0,0,,,,,,,,
"1,000,414",202005,5,5036,40012,0,0,0,0,0,0,0,0,112,,,,,,,,
"1,000,415",202005,5,5037,40002,0,235,235,0,235,0,0,0,0,,,,,,,,
"1,000,416",202005,5,5037,40012,0,0,0,0,0,0,0,0,1069,,,,,,,,
"1,000,417",202005,5,5038,40002,0,549,549,0,549,0,0,0,0,,,,,,,,
"1,000,418",202005,5,5038,40014,1346,2849,1503,0,1,0,2848,1,402,,,,,,,,
"1,000,419",202005,6,6001,40002,0,2073,2073,0,2073,0,0,0,0,,,,,,,,
"1,000,420",202005,6,6001,40127,247,2470,2223,0,0,0,2470,0,5,,,,,,,,
"1,000,421",202005,6,6002,40002,23233,63163,39930,0,15541,0,47622,0,1441,,,,,,,,
"1,000,422",202005,6,6002,40012,27970,53016,25046,1,9277,4,43734,0,97,,,,,,,,
"1,000,423",202005,6,6002,40014,15262,42935,27673,0,582,187,42166,4,2416,,,,,,,,
"1,000,424",202005,6,6002,40021,8656,17486,8830,0,0,0,17486,0,602,,,,,,,,
"1,000,425",202005,6,6002,40030,1431,3115,1684,0,8,0,3107,0,152,,,,,,,,
"1,000,426",202005,6,6002,40036,173,2711,2538,0,17,0,2694,0,96,,,,,,,,
"1,000,427",202005,6,6002,40044,761,4699,3938,0,160,0,4539,0,307,,,,,,,,
"1,000,428",202005,6,6002,40072,11931,17859,5928,0,2029,392,15438,0,586,,,,,,,,
"1,000,429",202005,6,6002,40127,232,9248,9016,0,0,0,9248,0,87,,,,,,,,
"1,000,430",202005,6,6002,40130,0,141,141,0,94,0,47,0,3,,,,,,,,
"1,000,431",202005,6,6002,40131,0,539,539,0,0,0,539,0,30,,,,,,,,
"1,000,432",202005,6,6002,40136,0,976,976,0,0,0,976,0,63,,,,,,,,
"1,000,433",202005,6,6002,40137,353,12810,12457,0,0,0,12810,0,4,,,,,,,,
"1,000,434",202005,6,6002,40143,0,159,159,0,0,0,159,0,86,,,,,,,,
"1,000,435",202005,6,6002,40150,0,7,7,0,0,0,7,0,10,,,,,,,,
"1,000,436",202005,6,6003,40002,0,1392,1392,0,1392,0,0,0,0,,,,,,,,
"1,000,437",202005,6,6003,40150,0,0,0,0,0,0,0,0,1,,,,,,,,
"1,000,438",202005,6,6004,40002,0,1349,1349,0,1349,0,0,0,0,,,,,,,,
"1,000,439",202005,6,6005,40002,0,1926,1926,0,1926,0,0,0,0,,,,,,,,
"1,000,440",202005,6,6005,40012,2456,4582,2126,0,469,2,4111,0,5,,,,,,,,
"1,000,441",202005,6,6005,40127,71,1745,1674,0,0,0,1745,0,9,,,,,,,,
"1,000,442",202005,6,6005,40137,32,2801,2769,0,0,0,2801,0,0,,,,,,,,
"1,000,443",202005,6,6005,40150,0,0,0,0,0,0,0,0,1,,,,,,,,
"1,000,444",202005,6,6006,40002,0,188,188,0,188,0,0,0,0,,,,,,,,
"1,000,445",202005,6,6007,40002,10878,46691,35813,0,18672,0,28019,0,494,,,,,,,,
"1,000,446",202005,6,6007,40012,13286,26955,13669,0,4247,1,22707,0,23,,,,,,,,
"1,000,447",202005,6,6007,40014,17211,32838,15627,0,70,527,32241,6,2170,,,,,,,,
"1,000,448",202005,6,6007,40021,2858,5135,2277,0,0,0,5135,0,99,,,,,,,,
"1,000,449",202005,6,6007,40030,177,286,109,0,0,0,286,0,8,,,,,,,,
"1,000,450",202005,6,6007,40036,41,509,468,0,5,0,504,0,13,,,,,,,,
"1,000,451",202005,6,6007,40044,378,1821,1443,0,1,0,1820,0,89,,,,,,,,
"1,000,452",202005,6,6007,40072,6817,11106,4289,0,1706,247,9153,0,419,,,,,,,,
"1,000,453",202005,6,6007,40112,0,465,465,0,0,0,465,0,12,,,,,,,,
"1,000,454",202005,6,6007,40127,260,9767,9507,0,0,0,9767,0,61,,,,,,,,
"1,000,455",202005,6,6007,40130,0,306,306,0,2,0,304,0,110,,,,,,,,
"1,000,456",202005,6,6007,40136,0,863,863,0,0,0,863,0,108,,,,,,,,
"1,000,457",202005,6,6007,40137,428,19005,18577,0,0,0,19005,0,8,,,,,,,,
"1,000,458",202005,6,6007,40143,0,134,134,0,0,0,134,0,7,,,,,,,,
"1,000,459",202005,6,6007,40150,0,3,3,0,0,0,3,0,5,,,,,,,,
"1,000,460",202005,6,6008,40002,412,1514,1102,0,909,0,605,0,13,,,,,,,,
"1,000,461",202005,6,6009,40002,4950,19090,14140,0,8671,0,10419,0,410,,,,,,,,
"1,000,462",202005,6,6009,40012,5143,9605,4462,0,1623,2,7980,0,11,,,,,,,,
"1,000,463",202005,6,6009,40014,3813,7986,4173,0,6,56,7924,2,695,,,,,,,,
"1,000,464",202005,6,6009,40021,1805,4242,2437,0,0,0,4242,0,230,,,,,,,,
"1,000,465",202005,6,6009,40030,4040,6200,2160,0,0,0,6200,0,83,,,,,,,,
"1,000,466",202005,6,6009,40072,1826,3318,1492,0,620,40,2658,0,210,,,,,,,,
"1,000,467",202005,6,6009,40127,209,4790,4581,0,0,0,4790,0,71,,,,,,,,
"1,000,468",202005,6,6009,40130,0,318,318,0,1,0,317,0,59,,,,,,,,
"1,000,469",202005,6,6009,40137,246,14348,14102,0,0,0,14348,0,1,,,,,,,,
"1,000,470",202005,6,6009,40150,0,1,1,0,0,0,1,0,0,,,,,,,,
"1,000,471",202005,6,6010,40002,3324,21485,18161,0,13450,0,8035,0,217,,,,,,,,
"1,000,472",202005,6,6010,40012,3112,7333,4221,0,794,2,6537,0,9,,,,,,,,
"1,000,473",202005,6,6010,40014,2981,6845,3864,0,34,149,6662,0,323,,,,,,,,
"1,000,474",202005,6,6010,40021,5196,11099,5903,0,0,0,11099,0,268,,,,,,,,
"1,000,475",202005,6,6010,40030,1076,1943,867,0,0,0,1943,0,64,,,,,,,,
"1,000,476",202005,6,6010,40072,2588,4035,1447,0,509,73,3453,0,212,,,,,,,,
"1,000,477",202005,6,6010,40127,58,4957,4899,0,0,0,4957,0,44,,,,,,,,
"1,000,478",202005,6,6010,40131,0,691,691,0,0,0,691,0,76,,,,,,,,
"1,000,479",202005,6,6010,40137,161,7809,7648,0,0,0,7809,0,4,,,,,,,,
"1,000,480",202005,6,6010,40150,0,2,2,0,0,0,2,0,3,,,,,,,,
"1,000,481",202005,7,7001,40002,0,1454,1454,0,1454,0,0,0,0,,,,,,,,
"1,000,482",202005,7,7001,40127,0,250,250,0,0,0,250,0,1,,,,,,,,
"1,000,483",202005,7,7002,40002,0,2169,2169,0,2169,0,0,0,0,,,,,,,,
"1,000,484",202005,7,7002,40127,313,3992,3679,0,0,0,3992,0,20,,,,,,,,
"1,000,485",202005,7,7003,40002,0,2345,2345,0,2345,0,0,0,0,,,,,,,,
"1,000,486",202005,7,7003,40072,1551,4210,2659,0,550,42,3618,0,308,,,,,,,,
"1,000,487",202005,7,7004,40002,0,173,173,0,173,0,0,0,0,,,,,,,,
"1,000,488",202005,7,7005,40002,0,305,305,0,305,0,0,0,0,,,,,,,,
"1,000,489",202005,7,7006,40002,0,143,143,0,143,0,0,0,0,,,,,,,,
"1,000,490",202005,7,7007,40002,0,587,587,0,587,0,0,0,0,,,,,,,,
"1,000,491",202005,7,7008,40002,0,440,440,0,440,0,0,0,0,,,,,,,,
"1,000,492",202005,7,7008,40072,215,2126,1911,0,50,13,2063,0,287,,,,,,,,
"1,000,493",202005,7,7008,40127,378,5599,5221,0,1,0,5598,0,24,,,,,,,,
"1,000,494",202005,7,7009,40002,764,6177,5413,0,3829,0,2348,0,47,,,,,,,,
"1,000,495",202005,7,7009,40012,2751,7444,4693,0,1239,0,6205,0,15,,,,,,,,
"1,000,496",202005,7,7009,40127,235,4416,4181,0,0,0,4416,0,41,,,,,,,,
"1,000,497",202005,7,7009,40130,0,216,216,0,0,0,216,0,13,,,,,,,,
"1,000,498",202005,7,7009,40137,12,4120,4108,0,0,0,4120,0,5,,,,,,,,
"1,000,499",202005,7,7010,40002,0,29,29,0,29,0,0,0,0,,,,,,,,
"1,000,500",202005,7,7011,40002,0,79,79,0,79,0,0,0,0,,,,,,,,
"1,000,501",202005,7,7012,40002,0,5487,5487,0,5487,0,0,0,0,,,,,,,,
"1,000,502",202005,7,7012,40127,0,3,3,2,0,0,1,0,0,,,,,,,,
"1,000,503",202005,7,7013,40002,0,447,447,0,447,0,0,0,0,,,,,,,,
"1,000,504",202005,7,7013,40072,2056,4052,1996,0,569,84,3399,0,145,,,,,,,,
"1,000,505",202005,7,7013,40127,168,7129,6961,0,0,0,7129,0,11,,,,,,,,
"1,000,506",202005,7,7014,40002,0,107,107,0,107,0,0,0,0,,,,,,,,
"1,000,507",202005,7,7015,40002,0,4102,4102,0,4102,0,0,0,0,,,,,,,,
"1,000,508",202005,7,7015,40072,1852,3083,1231,0,226,54,2803,0,242,,,,,,,,
"1,000,509",202005,7,7015,40127,145,4445,4300,0,0,0,4445,0,1,,,,,,,,
"1,000,510",202005,7,7015,40130,0,839,839,0,0,0,839,0,54,,,,,,,,
"1,000,511",202005,7,7016,40002,0,1073,1073,0,1073,0,0,0,0,,,,,,,,
"1,000,512",202005,7,7017,40002,11,10491,10480,0,10478,0,13,0,9,,,,,,,,
"1,000,513",202005,7,7017,40012,3196,9472,6276,0,3656,10,5806,0,9,,,,,,,,
"1,000,514",202005,7,7017,40072,945,2055,1110,0,92,22,1941,0,106,,,,,,,,
"1,000,515",202005,7,7017,40127,396,6065,5669,0,0,0,6065,0,20,,,,,,,,
"1,000,516",202005,7,7017,40130,0,437,437,0,0,0,437,0,47,,,,,,,,
"1,000,517",202005,7,7017,40137,186,13719,13533,0,0,0,13719,0,21,,,,,,,,
"1,000,518",202005,7,7018,40002,0,71,71,0,71,0,0,0,0,,,,,,,,
"1,000,519",202005,7,7019,40002,3633,28680,25047,0,14669,0,14011,0,715,,,,,,,,
"1,000,520",202005,7,7019,40012,7879,20778,12899,1,4837,6,15934,0,30,,,,,,,,
"1,000,521",202005,7,7019,40014,2538,7753,5215,0,1007,179,6567,0,803,,,,,,,,
"1,000,522",202005,7,7019,40021,8969,16381,7412,0,0,0,16381,0,802,,,,,,,,
"1,000,523",202005,7,7019,40036,31,576,545,0,28,0,548,0,20,,,,,,,,
"1,000,524",202005,7,7019,40044,266,1518,1252,0,0,0,1518,0,54,,,,,,,,
"1,000,525",202005,7,7019,40072,2219,6666,4447,0,399,89,6178,0,1203,,,,,,,,
"1,000,526",202005,7,7019,40127,662,19334,18672,1,0,0,19333,0,217,,,,,,,,
"1,000,527",202005,7,7019,40130,0,1998,1998,0,208,0,1790,0,211,,,,,,,,
"1,000,528",202005,7,7019,40137,336,30908,30572,0,0,0,30908,0,1132,,,,,,,,
"1,000,529",202005,7,7020,40002,0,603,603,0,603,0,0,0,0,,,,,,,,
"1,000,530",202005,7,7020,40127,183,4921,4738,0,0,0,4921,0,17,,,,,,,,
"1,000,531",202005,7,7021,40002,0,441,441,0,441,0,0,0,0,,,,,,,,
"1,000,532",202005,7,7021,40072,485,1700,1215,0,27,22,1651,0,282,,,,,,,,
"1,000,533",202005,7,7021,40127,182,2844,2662,0,0,0,2844,0,13,,,,,,,,
"1,000,534",202005,7,7022,40002,0,133,133,0,133,0,0,0,0,,,,,,,,
"1,000,535",202005,7,7023,40002,0,579,579,0,579,0,0,0,0,,,,,,,,
"1,000,536",202005,7,7024,40002,0,125,125,0,125,0,0,0,0,,,,,,,,
"1,000,537",202005,7,7025,40002,0,160,160,0,160,0,0,0,0,,,,,,,,
"1,000,538",202005,7,7026,40002,0,285,285,0,285,0,0,0,0,,,,,,,,
"1,000,539",202005,7,7027,40002,0,10609,10609,0,10609,0,0,0,16,,,,,,,,
"1,000,540",202005,7,7027,40012,2150,4925,2775,0,477,1,4447,0,16,,,,,,,,
"1,000,541",202005,7,7027,40021,2299,4068,1769,0,0,0,4068,0,242,,,,,,,,
"1,000,542",202005,7,7027,40127,158,4255,4097,1,0,0,4254,0,15,,,,,,,,
"1,000,543",202005,7,7027,40130,0,712,712,0,1,0,711,0,35,,,,,,,,
"1,000,544",202005,7,7027,40137,38,4823,4785,0,0,0,4823,0,165,,,,,,,,
"1,000,545",202005,7,7027,40150,0,1,1,0,0,0,1,0,1,,,,,,,,
"1,000,546",202005,7,7028,40002,0,222,222,0,222,0,0,0,0,,,,,,,,
"1,000,547",202005,7,7029,40002,0,290,290,0,290,0,0,0,0,,,,,,,,
"1,000,548",202005,7,7030,40002,0,198,198,0,198,0,0,0,0,,,,,,,,
"1,000,549",202005,7,7031,40002,422,1856,1434,0,875,0,981,0,2,,,,,,,,
"1,000,550",202005,7,7031,40014,1734,3290,1556,0,1,21,3268,0,150,,,,,,,,
"1,000,551",202005,7,7032,40002,1108,6187,5079,0,2973,0,3214,0,155,,,,,,,,
"1,000,552",202005,7,7032,40127,304,5220,4916,0,0,0,5220,0,7,,,,,,,,
"1,000,553",202005,7,7032,40130,0,915,915,0,379,0,536,0,41,,,,,,,,
"1,000,554",202005,7,7033,40002,0,46,46,0,46,0,0,0,0,,,,,,,,
"1,000,555",202005,7,7034,40002,1116,4595,3479,0,961,0,3634,0,267,,,,,,,,
"1,000,556",202005,7,7034,40012,1350,6390,5040,0,594,0,5796,0,22,,,,,,,,
"1,000,557",202005,7,7034,40127,425,12553,12128,1,0,0,12552,0,252,,,,,,,,
"1,000,558",202005,7,7034,40137,187,19298,19111,0,0,0,19298,0,181,,,,,,,,
"1,000,559",202005,7,7035,40002,0,1041,1041,0,1041,0,0,0,0,,,,,,,,
"1,000,560",202005,7,7036,40002,0,50,50,0,50,0,0,0,0,,,,,,,,
"1,000,561",202005,7,7037,40002,0,3051,3051,0,3051,0,0,0,0,,,,,,,,
"1,000,562",202005,7,7037,40127,127,3045,2918,0,0,0,3045,0,8,,,,,,,,
"1,000,563",202005,7,7038,40002,0,324,324,0,324,0,0,0,0,,,,,,,,
"1,000,564",202005,7,7039,40002,0,163,163,0,163,0,0,0,0,,,,,,,,
"1,000,565",202005,7,7040,40002,1370,12424,11054,0,6884,0,5540,0,344,,,,,,,,
"1,000,566",202005,7,7040,40012,5598,9884,4286,0,1471,0,8413,0,309,,,,,,,,
"1,000,567",202005,7,7040,40044,113,1483,1370,0,0,0,1483,0,233,,,,,,,,
